,Provincias,Ramas de actividad,periodo,Total,id
953,Lugo,Impuestos netos sobre los productos,2019,722.426,27
954,Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7.395.362,27
955,Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6.891.215,27
956,Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7.763.915,27
957,Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,237.540.292,28
958,Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,219.030.504,28
959,Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,242.093.235,28
960,Madrid,"A. Agricultura, ganadería, silvicultura y pesca",2021,162.499,28
961,Madrid,"A. Agricultura, ganadería, silvicultura y pesca",2020,162.448,28
962,Madrid,"A. Agricultura, ganadería, silvicultura y pesca",2019,151.583,28
963,Madrid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,23.091.420,28
964,Madrid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,21.389.543,28
965,Madrid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,22.573.777,28
966,Madrid,C. - De las cuales: Industria manufacturera,2021,13.175.614,28
967,Madrid,C. - De las cuales: Industria manufacturera,2020,12.425.602,28
968,Madrid,C. - De las cuales: Industria manufacturera,2019,13.307.397,28
969,Madrid,F. Construcción,2021,9.638.924,28
970,Madrid,F. Construcción,2020,9.543.051,28
971,Madrid,F. Construcción,2019,10.978.541,28
972,Madrid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,68.316.587,28
973,Madrid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,59.733.235,28
974,Madrid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,71.999.847,28
975,Madrid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,68.867.253,28
976,Madrid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,65.309.206,28
977,Madrid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,67.864.003,28
978,Madrid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,44.835.198,28
979,Madrid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,43.725.772,28
980,Madrid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,45.998.900,28
981,Madrid,Valor añadido bruto total,2021,214.911.881,28
982,Madrid,Valor añadido bruto total,2020,199.863.255,28
983,Madrid,Valor añadido bruto total,2019,219.566.651,28
984,Madrid,Impuestos netos sobre los productos,2021,22.628.411,28
985,Madrid,Impuestos netos sobre los productos,2020,19.167.249,28
986,Madrid,Impuestos netos sobre los productos,2019,22.526.584,28
987,Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,237.540.292,28
988,Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,219.030.504,28
989,Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,242.093.235,28
990,Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30.776.021,29
991,Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,28.160.097,29
992,Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.202.624,29
993,Málaga,"A. Agricultura, ganadería, silvicultura y pesca",2021,741.095,29
994,Málaga,"A. Agricultura, ganadería, silvicultura y pesca",2020,694.679,29
995,Málaga,"A. Agricultura, ganadería, silvicultura y pesca",2019,759.634,29
996,Málaga,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.399.899,29
997,Málaga,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.232.461,29
998,Málaga,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.400.889,29
999,Málaga,C. - De las cuales: Industria manufacturera,2021,781.474,29
1000,Málaga,C. - De las cuales: Industria manufacturera,2020,679.044,29
1001,Málaga,C. - De las cuales: Industria manufacturera,2019,771.216,29
1002,Málaga,F. Construcción,2021,2.484.676,29
1003,Málaga,F. Construcción,2020,2.482.994,29
1004,Málaga,F. Construcción,2019,2.989.565,29
1005,Málaga,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7.893.378,29
1006,Málaga,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.696.639,29
1007,Málaga,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,8.765.068,29
1008,Málaga,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.534.746,29
1009,Málaga,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8.044.382,29
1010,Málaga,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.342.239,29
1011,Málaga,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6.790.462,29
1012,Málaga,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6.544.666,29
1013,Málaga,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.948.800,29
1014,Málaga,Valor añadido bruto total,2021,27.844.256,29
1015,Málaga,Valor añadido bruto total,2020,25.695.821,29
1016,Málaga,Valor añadido bruto total,2019,29.206.195,29
1017,Málaga,Impuestos netos sobre los productos,2021,2.931.765,29
1018,Málaga,Impuestos netos sobre los productos,2020,2.464.276,29
1019,Málaga,Impuestos netos sobre los productos,2019,2.996.429,29
1020,Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30.776.021,29
1021,Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,28.160.097,29
1022,Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.202.624,29
1023,Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,32.719.230,30
1024,Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,29.775.480,30
1025,Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.319.250,30
1026,Murcia,"A. Agricultura, ganadería, silvicultura y pesca",2021,1.555.680,30
1027,Murcia,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.519.277,30
1028,Murcia,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.617.920,30
1029,Murcia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.608.933,30
1030,Murcia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4.816.771,30
1031,Murcia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.306.154,30
1032,Murcia,C. - De las cuales: Industria manufacturera,2021,4.275.150,30
1033,Murcia,C. - De las cuales: Industria manufacturera,2020,3.660.672,30
1034,Murcia,C. - De las cuales: Industria manufacturera,2019,4.075.736,30
1035,Murcia,F. Construcción,2021,1.705.143,30
1036,Murcia,F. Construcción,2020,1.632.555,30
1037,Murcia,F. Construcción,2019,1.909.159,30
1038,Murcia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7.516.651,30
1039,Murcia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.590.539,30
1040,Murcia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,7.618.779,30
1041,Murcia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,6.215.565,30
1042,Murcia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5.887.143,30
1043,Murcia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.914.766,30
1044,Murcia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,7.000.380,30
1045,Murcia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6.723.558,30
1046,Murcia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.945.191,30
1047,Murcia,Valor añadido bruto total,2021,29.602.352,30
1048,Murcia,Valor añadido bruto total,2020,27.169.843,30
1049,Murcia,Valor añadido bruto total,2019,29.311.969,30
1050,Murcia,Impuestos netos sobre los productos,2021,3.116.878,30
1051,Murcia,Impuestos netos sobre los productos,2020,2.605.637,30
1052,Murcia,Impuestos netos sobre los productos,2019,3.007.281,30
1053,Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,32.719.230,30
1054,Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,29.775.480,30
1055,Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.319.250,30
1056,Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20.518.471,31
1057,Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18.937.439,31
1058,Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,20.873.397,31
1059,Navarra,"A. Agricultura, ganadería, silvicultura y pesca",2021,715.214,31
1060,Navarra,"A. Agricultura, ganadería, silvicultura y pesca",2020,693.269,31
1061,Navarra,"A. Agricultura, ganadería, silvicultura y pesca",2019,671.653,31
1062,Navarra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.498.025,31
1063,Navarra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.096.618,31
1064,Navarra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.608.308,31
1065,Navarra,C. - De las cuales: Industria manufacturera,2021,4.752.883,31
1066,Navarra,C. - De las cuales: Industria manufacturera,2020,4.436.495,31
1067,Navarra,C. - De las cuales: Industria manufacturera,2019,4.872.516,31
1068,Navarra,F. Construcción,2021,1.046.069,31
