,Provincias,Ramas de actividad,periodo,Total,id
1271,Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1.662.920,37
1272,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1.470.694,37
1273,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1.416.690,37
1274,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1.447.567,37
1275,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1.956.168,37
1276,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1.969.395,37
1277,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2.076.334,37
1278,Salamanca,Valor añadido bruto total,2021,6.595.417,37
1279,Salamanca,Valor añadido bruto total,2020,6.043.150,37
1280,Salamanca,Valor añadido bruto total,2019,6.531.949,37
1281,Salamanca,Impuestos netos sobre los productos,2021,694.442,37
1282,Salamanca,Impuestos netos sobre los productos,2020,579.549,37
1283,Salamanca,Impuestos netos sobre los productos,2019,670.150,37
1284,Salamanca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7.289.859,37
1285,Salamanca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6.622.699,37
1286,Salamanca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7.202.099,37
1287,Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20.786.249,38
1288,Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18.937.445,38
1289,Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,22.968.344,38
1290,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",2021,483.802,38
1291,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",2020,454.127,38
1292,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",2019,473.279,38
1293,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.209.138,38
1294,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.118.599,38
1295,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.165.868,38
1296,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,2021,457.525,38
1297,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,2020,431.406,38
1298,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,2019,467.048,38
1299,Santa Cruz de Tenerife,F. Construcción,2021,1.120.681,38
1300,Santa Cruz de Tenerife,F. Construcción,2020,1.124.156,38
1301,Santa Cruz de Tenerife,F. Construcción,2019,1.439.801,38
1302,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,5.416.038,38
1303,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.384.777,38
1304,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,7.086.295,38
1305,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4.819.924,38
1306,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.626.471,38
1307,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4.925.187,38
1308,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,5.756.540,38
1309,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5.572.109,38
1310,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,5.740.728,38
1311,Santa Cruz de Tenerife,Valor añadido bruto total,2021,18.806.123,38
1312,Santa Cruz de Tenerife,Valor añadido bruto total,2020,17.280.239,38
1313,Santa Cruz de Tenerife,Valor añadido bruto total,2019,20.831.158,38
1314,Santa Cruz de Tenerife,Impuestos netos sobre los productos,2021,1.980.126,38
1315,Santa Cruz de Tenerife,Impuestos netos sobre los productos,2020,1.657.206,38
1316,Santa Cruz de Tenerife,Impuestos netos sobre los productos,2019,2.137.186,38
1317,Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20.786.249,38
1318,Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18.937.445,38
1319,Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,22.968.344,38
1320,Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.982,40
1321,Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.179.622,40
1322,Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.500.825,40
1323,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",2021,232.663,40
1324,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",2020,222.457,40
1325,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",2019,194.001,40
1326,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,368.098,40
1327,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,310.324,40
1328,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,357.123,40
1329,Segovia,C. - De las cuales: Industria manufacturera,2021,263.149,40
1330,Segovia,C. - De las cuales: Industria manufacturera,2020,236.422,40
1331,Segovia,C. - De las cuales: Industria manufacturera,2019,292.520,40
1332,Segovia,F. Construcción,2021,243.548,40
1333,Segovia,F. Construcción,2020,229.915,40
1334,Segovia,F. Construcción,2019,288.273,40
1335,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,741.167,40
1336,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,629.104,40
1337,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,777.373,40
1338,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,697.627,40
1339,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,664.414,40
1340,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,678.843,40
1341,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,848.181,40
1342,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,845.161,40
1343,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,879.463,40
1344,Segovia,Valor añadido bruto total,2021,3.131.284,40
1345,Segovia,Valor añadido bruto total,2020,2.901.375,40
1346,Segovia,Valor añadido bruto total,2019,3.175.076,40
1347,Segovia,Impuestos netos sobre los productos,2021,329.698,40
1348,Segovia,Impuestos netos sobre los productos,2020,278.247,40
1349,Segovia,Impuestos netos sobre los productos,2019,325.749,40
1350,Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.982,40
1351,Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.179.622,40
1352,Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.500.825,40
1353,Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,40.657.710,41
1354,Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,37.029.412,41
1355,Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,40.538.496,41
1356,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",2021,2.082.124,41
1357,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.839.604,41
1358,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.749.960,41
1359,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.575.536,41
1360,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.122.448,41
1361,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.422.919,41
1362,Sevilla,C. - De las cuales: Industria manufacturera,2021,3.332.648,41
1363,Sevilla,C. - De las cuales: Industria manufacturera,2020,3.221.391,41
1364,Sevilla,C. - De las cuales: Industria manufacturera,2019,3.448.057,41
1365,Sevilla,F. Construcción,2021,2.056.824,41
1366,Sevilla,F. Construcción,2020,1.851.607,41
1367,Sevilla,F. Construcción,2019,2.095.895,41
1368,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,8.375.772,41
1369,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,7.158.830,41
1370,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,9.082.735,41
1371,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.537.199,41
1372,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8.078.595,41
1373,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.459.259,41
1374,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,10.157.146,41
1375,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,9.737.903,41
1376,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,9.955.652,41
1377,Sevilla,Valor añadido bruto total,2021,36.784.601,41
1378,Sevilla,Valor añadido bruto total,2020,33.788.987,41
1379,Sevilla,Valor añadido bruto total,2019,36.766.420,41
1380,Sevilla,Impuestos netos sobre los productos,2021,3.873.109,41
1381,Sevilla,Impuestos netos sobre los productos,2020,3.240.425,41
1382,Sevilla,Impuestos netos sobre los productos,2019,3.772.076,41
1383,Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,40.657.710,41
1384,Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,37.029.412,41
1385,Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,40.538.496,41
1386,Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,2.531.565,42
1387,Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,2.285.159,42
1388,Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,2.524.615,42
1389,Soria,"A. Agricultura, ganadería, silvicultura y pesca",2021,226.938,42
1390,Soria,"A. Agricultura, ganadería, silvicultura y pesca",2020,179.112,42
1391,Soria,"A. Agricultura, ganadería, silvicultura y pesca",2019,149.364,42
1392,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,591.689,42
1393,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,506.830,42
1394,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,613.662,42
1395,Soria,C. - De las cuales: Industria manufacturera,2021,472.628,42
1396,Soria,C. - De las cuales: Industria manufacturera,2020,397.766,42
1397,Soria,C. - De las cuales: Industria manufacturera,2019,461.970,42
1398,Soria,F. Construcción,2021,138.512,42
1399,Soria,F. Construcción,2020,126.818,42
1400,Soria,F. Construcción,2019,150.055,42
1401,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,427.380,42
1402,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,380.484,42
1403,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,457.650,42
1404,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,362.182,42
1405,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,345.380,42
1406,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,348.982,42
1407,Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,543.704,42
1408,Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,546.562,42
1409,Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,569.989,42
1410,Soria,Valor añadido bruto total,2021,2.290.405,42
1411,Soria,Valor añadido bruto total,2020,2.085.186,42
1412,Soria,Valor añadido bruto total,2019,2.289.702,42
1413,Soria,Impuestos netos sobre los productos,2021,241.160,42
1414,Soria,Impuestos netos sobre los productos,2020,199.973,42
1415,Soria,Impuestos netos sobre los productos,2019,234.913,42
1416,Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,2.531.565,42
1417,Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,2.285.159,42
1418,Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,2.524.615,42
1419,Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,24.421.364,43
1420,Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.388.438,43
1421,Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.643.977,43
1422,Tarragona,"A. Agricultura, ganadería, silvicultura y pesca",2021,304.144,43
1423,Tarragona,"A. Agricultura, ganadería, silvicultura y pesca",2020,285.126,43
1424,Tarragona,"A. Agricultura, ganadería, silvicultura y pesca",2019,275.092,43
1425,Tarragona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,6.058.988,43
1426,Tarragona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4.623.638,43
1427,Tarragona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.643.209,43
1428,Tarragona,C. - De las cuales: Industria manufacturera,2021,4.432.889,43
1429,Tarragona,C. - De las cuales: Industria manufacturera,2020,3.073.306,43
1430,Tarragona,C. - De las cuales: Industria manufacturera,2019,3.931.959,43
1431,Tarragona,F. Construcción,2021,1.137.251,43
1432,Tarragona,F. Construcción,2020,1.034.332,43
1433,Tarragona,F. Construcción,2019,1.257.329,43
1434,Tarragona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4.775.156,43
1435,Tarragona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.051.876,43
1436,Tarragona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5.363.353,43
1437,Tarragona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5.643.875,43
1438,Tarragona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5.373.009,43
1439,Tarragona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.500.715,43
1440,Tarragona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4.175.538,43
1441,Tarragona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4.148.766,43
1442,Tarragona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4.311.176,43
1443,Tarragona,Valor añadido bruto total,2021,22.094.952,43
1444,Tarragona,Valor añadido bruto total,2020,19.516.747,43
1445,Tarragona,Valor añadido bruto total,2019,22.350.874,43
1446,Tarragona,Impuestos netos sobre los productos,2021,2.326.412,43
1447,Tarragona,Impuestos netos sobre los productos,2020,1.871.691,43
1448,Tarragona,Impuestos netos sobre los productos,2019,2.293.103,43
1449,Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,24.421.364,43
1450,Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.388.438,43
1451,Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.643.977,43
1452,Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.089,44
1453,Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.098.690,44
1454,Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.394.776,44
1455,Teruel,"A. Agricultura, ganadería, silvicultura y pesca",2021,240.062,44
1456,Teruel,"A. Agricultura, ganadería, silvicultura y pesca",2020,209.804,44
1457,Teruel,"A. Agricultura, ganadería, silvicultura y pesca",2019,202.928,44
1458,Teruel,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,514.273,44
1459,Teruel,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,364.567,44
1460,Teruel,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,477.488,44
1461,Teruel,C. - De las cuales: Industria manufacturera,2021,290.373,44
1462,Teruel,C. - De las cuales: Industria manufacturera,2020,272.103,44
1463,Teruel,C. - De las cuales: Industria manufacturera,2019,311.877,44
1464,Teruel,F. Construcción,2021,235.976,44
1465,Teruel,F. Construcción,2020,229.192,44
1466,Teruel,F. Construcción,2019,263.793,44
1467,Teruel,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,688.024,44
1468,Teruel,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,605.303,44
1469,Teruel,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,716.500,44
1470,Teruel,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,551.729,44
1471,Teruel,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,534.414,44
1472,Teruel,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,537.641,44
1473,Teruel,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,900.412,44
1474,Teruel,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,884.245,44
1475,Teruel,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,880.545,44
1476,Teruel,Valor añadido bruto total,2021,3.130.476,44
1477,Teruel,Valor añadido bruto total,2020,2.827.525,44
1478,Teruel,Valor añadido bruto total,2019,3.078.895,44
1479,Teruel,Impuestos netos sobre los productos,2021,329.613,44
1480,Teruel,Impuestos netos sobre los productos,2020,271.165,44
1481,Teruel,Impuestos netos sobre los productos,2019,315.881,44
1482,Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.089,44
1483,Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.098.690,44
1484,Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.394.776,44
1485,Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,13.258.842,45
1486,Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12.252.188,45
1487,Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,13.173.524,45
1488,Toledo,"A. Agricultura, ganadería, silvicultura y pesca",2021,728.117,45
1489,Toledo,"A. Agricultura, ganadería, silvicultura y pesca",2020,801.305,45
1490,Toledo,"A. Agricultura, ganadería, silvicultura y pesca",2019,701.934,45
1491,Toledo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2.569.685,45
1492,Toledo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2.356.947,45
1493,Toledo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2.581.305,45
1494,Toledo,C. - De las cuales: Industria manufacturera,2021,2.074.329,45
1495,Toledo,C. - De las cuales: Industria manufacturera,2020,1.911.627,45
1496,Toledo,C. - De las cuales: Industria manufacturera,2019,2.110.331,45
1497,Toledo,F. Construcción,2021,897.664,45
1498,Toledo,F. Construcción,2020,815.358,45
1499,Toledo,F. Construcción,2019,915.925,45
1500,Toledo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.331.401,45
1501,Toledo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.944.149,45
1502,Toledo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2.387.686,45
1503,Toledo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.364.247,45
1504,Toledo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.264.575,45
